effect_id,effect_name,defindex,item_name,listings_old,average_price_old,median_price_old,listings_new,average_price_new,median_price_new,_merge,price_change,percent_change,listing_change,status
6,Green Confetti,248,Napper's Respite,1.0,13.097032616692552,13.097032616692552,1,13.061796836784607,13.061796836784607,both,-0.035235779907944575,-0.2690363606717719,0.0,Price Decreased
6,Green Confetti,249,Bombing Run,1.0,7.717894220550969,7.717894220550969,1,7.697130278819501,7.697130278819501,both,-0.02076394173146756,-0.2690363606717747,0.0,Price Decreased
6,Green Confetti,250,Chieftain's Challenge,1.0,14.96803727622006,14.96803727622006,1,14.927767813468124,14.927767813468124,both,-0.04026946275193666,-0.26903636067177183,0.0,Price Decreased
6,Green Confetti,251,Stout Shako,1.0,9.35502329763754,9.35502329763754,1,9.329854883417578,9.329854883417578,both,-0.025168414219962187,-0.26903636067179076,0.0,Price Decreased
6,Green Confetti,252,Dr's Dapper Topper,1.0,22.45205591433009,22.45205591433009,1,22.391651720202184,22.391651720202184,both,-0.06040419412790499,-0.2690363606717719,0.0,Price Decreased
6,Green Confetti,253,Handyman's Handle,1.0,10.29052562740129,10.29052562740129,1,10.262840371759337,10.262840371759337,both,-0.027685255641953788,-0.269036360671746,0.0,Price Decreased
6,Green Confetti,254,Hard Counter,1.0,6.548516308346277,6.548516308346277,1,6.530898418392304,6.530898418392304,both,-0.017617889953973176,-0.26903636067178544,0.0,Price Decreased
6,Green Confetti,255,Sober Stuntman,1.0,6.548516308346277,6.548516308346277,1,6.530898418392304,6.530898418392304,both,-0.017617889953973176,-0.26903636067178544,0.0,Price Decreased
6,Green Confetti,259,Carouser's Capotain,1.0,8.419520967873785,8.419520967873785,1,8.39686939507582,8.39686939507582,both,-0.022651572797965258,-0.2690363606717824,0.0,Price Decreased
6,Green Confetti,290,Cadaver's Cranium,1.0,6.548516308346277,6.548516308346277,1,6.530898418392304,6.530898418392304,both,-0.017617889953973176,-0.26903636067178544,0.0,Price Decreased
6,Green Confetti,291,Horrific Headsplitter,1.0,21.51655358456633,21.51655358456633,1,21.458666231860427,21.458666231860427,both,-0.057887352705904505,-0.2690363606717513,0.0,Price Decreased
6,Green Confetti,303,Berliner's Bucket Helm,1.0,12.1615302869288,12.1615302869288,1,12.12881134844285,12.12881134844285,both,-0.03271893848594942,-0.2690363606717791,0.0,Price Decreased
6,Green Confetti,306,Scotch Bonnet,1.0,13.097032616692552,13.097032616692552,1,13.061796836784607,13.061796836784607,both,-0.035235779907944575,-0.2690363606717719,0.0,Price Decreased
6,Green Confetti,309,Big Chief,1.0,14.96803727622006,14.96803727622006,1,14.927767813468124,14.927767813468124,both,-0.04026946275193666,-0.26903636067177183,0.0,Price Decreased
6,Green Confetti,313,Magnificent Mongolian,1.0,7.951769802991907,7.951769802991907,1,7.9303766509049405,7.9303766509049405,both,-0.021393152086966793,-0.26903636067177744,0.0,Price Decreased
6,Green Confetti,314,Larrikin Robin,1.0,7.717894220550969,7.717894220550969,1,7.697130278819501,7.697130278819501,both,-0.02076394173146756,-0.2690363606717747,0.0,Price Decreased
6,Green Confetti,315,Blighted Beak,1.0,224.5205591433009,224.5205591433009,1,223.91651720202185,223.91651720202185,both,-0.6040419412790357,-0.26903636067176556,0.0,Price Decreased
6,Green Confetti,316,Pyromancer's Mask,1.0,247.90811738739475,247.90811738739475,1,247.2411544105658,247.2411544105658,both,-0.6669629768289553,-0.2690363606717736,0.0,Price Decreased
6,Green Confetti,318,Prancer's Pride,1.0,6.548516308346277,6.548516308346277,1,6.530898418392304,6.530898418392304,both,-0.017617889953973176,-0.26903636067178544,0.0,Price Decreased
6,Green Confetti,319,Détective Noir,1.0,11.693779122046925,11.693779122046925,1,11.662318604271972,11.662318604271972,both,-0.031460517774952734,-0.2690363606717908,0.0,Price Decreased
6,Green Confetti,321,Madame Dixie,1.0,8.185645385432846,8.185645385432846,1,8.16362302299038,8.16362302299038,both,-0.022022362442465138,-0.26903636067176917,0.0,Price Decreased
6,Green Confetti,322,Buckaroo's Hat,1.0,10.29052562740129,10.29052562740129,1,10.262840371759337,10.262840371759337,both,-0.027685255641953788,-0.269036360671746,0.0,Price Decreased
6,Green Confetti,323,German Gonzila,1.0,9.35502329763754,9.35502329763754,1,9.329854883417578,9.329854883417578,both,-0.025168414219962187,-0.26903636067179076,0.0,Price Decreased
6,Green Confetti,324,Flipped Trilby,1.0,7.717894220550969,7.717894220550969,1,7.697130278819501,7.697130278819501,both,-0.02076394173146756,-0.2690363606717747,0.0,Price Decreased
6,Green Confetti,330,Coupe D'isaster,1.0,9.35502329763754,9.35502329763754,1,9.329854883417578,9.329854883417578,both,-0.025168414219962187,-0.26903636067179076,0.0,Price Decreased
6,Green Confetti,337,Le Party Phantom,1.0,116.93779122046922,116.93779122046922,1,116.62318604271972,116.62318604271972,both,-0.3146051777494989,-0.26903636067176656,0.0,Price Decreased
6,Green Confetti,338,Industrial Festivizer,1.0,16.83904193574757,16.83904193574757,1,16.79373879015164,16.79373879015164,both,-0.045303145595930516,-0.2690363606717824,0.0,Price Decreased
6,Green Confetti,339,Exquisite Rack,1.0,374.20093190550153,374.20093190550153,1,373.1941953367031,373.1941953367031,both,-1.0067365687984307,-0.2690363606717756,0.0,Price Decreased
6,Green Confetti,340,Defiant Spartan,1.0,11.226027957165046,11.226027957165046,1,11.195825860101092,11.195825860101092,both,-0.03020209706395427,-0.26903636067178766,0.0,Price Decreased
6,Green Confetti,341,A Rather Festive Tree,1.0,16.83904193574757,16.83904193574757,1,16.79373879015164,16.79373879015164,both,-0.045303145595930516,-0.2690363606717824,0.0,Price Decreased
6,Green Confetti,342,Prince Tavish's Crown,1.0,29.93607455244012,29.93607455244012,1,29.85553562693625,29.85553562693625,both,-0.08053892550387332,-0.26903636067177183,0.0,Price Decreased
